claimId,userId,contractId,policyType,firstName,lastName,profession,phone,email,postalAddress,incidentType,incidentDate,incidentTime,incidentLocation,incidentDescription,damages,thirdPartyInvolved,supportingFilesCount,label,indemnity,isCompatible,isDuplicate
112,1,66,automobile,Julien,Perrier,Médecin,04 66 23 83 94,gillesroger@example.net,"66, rue Bailly",maladie,2025-02-19,15:29,Colasboeuf,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
113,42,56,voyage,Paulette,Lebon,Chauffeur,+33 1 30 96 59 11,fwagner@example.org,"202, chemin de Dias",dégât des eaux,2025-03-01,00:26,Louis-sur-Rossi,Collision à Valentindan,Frais médicaux,True,2,suspicieux,0,False,False
114,18,3,automobile,Laurence,Royer,Chauffeur,0146759498,alexandre47@example.net,"951, avenue de Hernandez",accident,2025-01-23,02:23,Delorme,Maladie grave diagnostiquée,Frais médicaux,True,1,valide,4799,True,False
115,4,77,responsabilité civile,Luce,Coulon,Ingénieur,0471649939,antoinette60@example.com,rue Véronique Bègue,accident,2025-05-12,02:58,Jourdan-la-Forêt,Maladie grave diagnostiquée,Bijoux volés,False,3,valide,110,True,False
116,20,34,voyage,Maurice,Thierry,Commerçant,+33 (0)2 31 92 04 27,xavierbaudry@example.com,"614, boulevard Denise Lenoir",accident,2025-05-08,04:03,Menard,Collision à Boyer-sur-Le Goff,Frais médicaux,True,2,suspicieux,0,False,False
117,25,53,transport,Lucas,Da Costa,Ingénieur,+33 (0)5 90 79 31 53,susanne59@example.net,"16, chemin de Bousquet",dégât des eaux,2024-12-16,01:15,AllardVille,Incident non précisé,Dommages divers,True,2,suspicieux,0,False,False
118,50,32,voyage,Patricia,Moreno,Médecin,+33 4 56 16 17 59,hmasson@example.org,"4, rue Bernier",vol,2025-01-18,15:02,Sainte Gilbertboeuf,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
119,6,40,transport,Diane,Hervé,Commerçant,0147651123,emiletecher@example.net,"267, chemin Alexandria Delaunay",vol,2024-12-13,03:45,Gilles,Incident non précisé,Dommages divers,True,2,suspicieux,0,True,False
120,36,50,professionnelle,Julie,Schneider,Ingénieur,03 60 50 64 36,marechalveronique@example.net,"84, chemin François Simon",maladie,2024-09-06,21:18,Poulaindan,Incendie dans une maison à LemaîtreBourg,Murs et sol endommagés,True,1,suspicieux,0,False,False
121,17,33,santé,Élisabeth,Leleu,Chauffeur,+33 (0)3 73 80 40 72,arnaudeaubry@example.net,"370, chemin Gabrielle Lebreton",accident,2025-03-22,21:47,Étienne,Maladie grave diagnostiquée,Bijoux volés,True,2,suspicieux,0,False,False
122,31,81,transport,Agathe,Boucher,Ingénieur,02 79 49 65 49,sebastien19@example.com,rue Weiss,vol,2025-05-24,11:41,Laurent,Vol d’objets à Laine,Frais médicaux,False,1,valide,3182,True,False
123,22,46,professionnelle,François,Roger,Ingénieur,0778074400,nmaury@example.org,"56, chemin Laurent Barbe",incendie,2025-05-11,06:12,Martineau-la-Forêt,Collision à Chauvet-sur-Fischer,Frais médicaux,False,0,suspicieux,0,False,False
124,19,27,professionnelle,Anne,Munoz,Médecin,+33 (0)4 79 85 83 49,fboutin@example.org,"870, rue de Gimenez",vol,2024-10-25,07:12,Muller,Collision à Saint Arnaude,Murs et sol endommagés,False,3,suspicieux,0,False,False
125,22,15,professionnelle,Nicolas,Brunet,Commerçant,+33 (0)5 47 92 79 75,chauvetbrigitte@example.net,"9, rue Deschamps",dégât des eaux,2024-10-27,14:36,AlexandreBourg,Maladie grave diagnostiquée,Mobilier brûlé,False,0,suspicieux,0,False,False
126,32,18,professionnelle,Brigitte,Fournier,Ingénieur,0360484614,zdijoux@example.com,"8, avenue Marc Bigot",accident,2025-05-27,22:39,Paris-les-Bains,Maladie grave diagnostiquée,Bijoux volés,False,2,suspicieux,0,False,False
127,27,45,habitation,Juliette,Mace,Commerçant,0466863026,chantalpinto@example.net,"48, avenue de Morel",maladie,2025-01-21,03:02,Boucher-sur-Ollivier,Collision à Leblanc-les-Bains,Murs et sol endommagés,True,3,suspicieux,0,False,True
128,34,66,automobile,Rémy,Leroux,Commerçant,05 86 07 29 91,kroux@example.org,"23, avenue de Faivre",incendie,2025-03-29,09:29,Sainte Christelle,Incendie dans une maison à Saint Matthieudan,Murs et sol endommagés,True,2,suspicieux,0,False,False
129,38,14,transport,Christelle,Leduc,Commerçant,0765548752,sgarnier@example.org,avenue Alphonse Le Gall,incendie,2025-02-11,04:49,Da Silvaboeuf,Inondation à Dumas-les-Bains,Frais médicaux,True,0,suspicieux,0,False,False
130,50,93,transport,Charlotte,Besson,Commerçant,03 29 78 01 20,bruncolette@example.net,"47, chemin Maillot",dégât des eaux,2025-02-07,20:12,Chevalier,Maladie grave diagnostiquée,Murs et sol endommagés,False,1,suspicieux,0,False,False
131,5,40,habitation,Guy,Perrin,Commerçant,0563546831,nicoledufour@example.com,"571, boulevard Louise Chevallier",maladie,2025-06-10,17:03,Potierboeuf,Collision à Perez-sur-Mer,Mobilier brûlé,True,1,suspicieux,0,False,False
132,23,87,voyage,Agnès,Perret,Médecin,03 80 05 42 56,leclercqcharlotte@example.org,chemin de Chevalier,maladie,2025-01-12,23:37,Pons,Collision à Renard-sur-Pereira,Pare-chocs endommagé,False,0,suspicieux,0,True,False
133,22,52,responsabilité civile,Océane,Durand,Commerçant,0328646701,adrienrobin@example.com,"6, chemin de Lopez",vol,2024-11-27,06:09,Muller-sur-Camus,Vol d’objets à Delmasnec,Bijoux volés,False,3,suspicieux,0,False,False
134,1,47,professionnelle,Renée,Hoarau,Médecin,+33 (0)5 34 51 86 07,vnormand@example.net,"82, boulevard Gabrielle Berger",incendie,2024-08-09,22:37,Sainte ChristianeVille,Incident non précisé,Dommages divers,False,3,suspicieux,0,False,False
135,44,39,voyage,Stéphanie,Dubois,Ingénieur,06 20 39 39 45,susandumas@example.net,"850, boulevard de Lenoir",dégât des eaux,2025-04-05,23:21,Legrand,Maladie grave diagnostiquée,Murs et sol endommagés,True,1,suspicieux,0,False,True
136,16,49,voyage,Raymond,Coste,Médecin,+33 5 65 99 64 10,guillaumediaz@example.net,"48, boulevard Picard",incendie,2024-07-12,09:01,Hervé,Vol d’objets à Saint Patricia,Bijoux volés,True,0,suspicieux,0,False,False
137,20,45,automobile,Josette,Berthelot,Médecin,0481399977,audrey47@example.net,"6, rue Legrand",dégât des eaux,2024-12-11,14:53,Martins,Vol d’objets à RamosVille,Murs et sol endommagés,False,3,suspicieux,0,False,False
138,26,8,professionnelle,Valérie,Leconte,Commerçant,+33 1 53 46 78 20,blacroix@example.net,"66, rue Odette Petit",vol,2024-11-29,13:55,Baron,Incendie dans une maison à Jacquot-sur-Daniel,Bijoux volés,False,3,suspicieux,0,False,False
139,32,22,transport,Benoît,Imbert,Commerçant,+33 (0)3 84 76 93 89,gerardodette@example.org,chemin de Robin,incendie,2024-07-15,05:00,Jacquetnec,Incident non précisé,Frais médicaux,False,1,suspicieux,0,False,True
140,32,63,professionnelle,Thibault,Daniel,Ingénieur,0493413516,clemence41@example.com,chemin Théodore Breton,dégât des eaux,2024-08-08,08:12,Rousseau,Maladie grave diagnostiquée,Pare-chocs endommagé,True,2,suspicieux,0,False,False
141,6,31,voyage,Pénélope,Bonneau,Médecin,+33 (0)4 90 59 09 20,martinschantal@example.net,"8, boulevard Victor Joseph",vol,2024-07-08,17:59,Maillard,Maladie grave diagnostiquée,Frais médicaux,False,3,suspicieux,0,False,False
142,9,87,santé,Monique,Da Costa,Ingénieur,04 42 42 47 33,corinnemeunier@example.org,"9, avenue Suzanne Sanchez",maladie,2025-02-20,17:52,Sainte Tristan,Incendie dans une maison à Roux-sur-Perret,Frais médicaux,False,0,suspicieux,0,True,False
143,23,33,automobile,Stéphanie,Bruneau,Médecin,0364478111,zoe93@example.com,"306, rue de Lebrun",dégât des eaux,2024-10-14,18:53,Bonnet,Collision à Simon,Frais médicaux,False,3,suspicieux,0,False,False
144,8,14,santé,Henriette,Thierry,Commerçant,05 87 10 08 31,paulette57@example.net,"46, chemin Thomas Schneider",accident,2024-12-03,05:16,Ruiz-sur-Payet,Collision à Boulanger,Bijoux volés,False,2,suspicieux,0,False,False
145,41,54,habitation,Laetitia,Jacquet,Chauffeur,04 50 42 24 94,wmallet@example.org,"541, chemin de Rivière",vol,2024-08-06,09:46,Loiseau-les-Bains,Inondation à Guillet,Murs et sol endommagés,False,1,valide,4980,True,False
146,1,96,voyage,Gabrielle,Adam,Médecin,+33 (0)7 41 28 18 10,timotheedos-santos@example.org,"12, rue Roussel",accident,2025-04-17,20:22,Chauvet,Inondation à Saint Claire-les-Bains,Pare-chocs endommagé,True,2,suspicieux,0,False,False
147,45,80,responsabilité civile,Thibaut,Weiss,Chauffeur,+33 3 28 07 18 17,carolineroger@example.org,boulevard Schmitt,dégât des eaux,2024-09-20,19:55,Fernandez,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
148,20,63,responsabilité civile,Louise,Gaudin,Enseignant,0482404463,julienhonore@example.com,"84, rue Parent",dégât des eaux,2025-06-03,02:25,Laine,Inondation à Gilbertnec,Murs et sol endommagés,False,3,suspicieux,0,False,False
149,2,60,professionnelle,Stéphanie,Techer,Ingénieur,04 11 80 37 67,andremace@example.com,"7, rue Hoarau",dégât des eaux,2024-10-04,22:07,Bessondan,Incident non précisé,Dommages divers,True,3,suspicieux,0,False,False
150,21,48,responsabilité civile,Victoire,Garcia,Médecin,0479471809,clemencelopez@example.org,"48, chemin Ribeiro",dégât des eaux,2025-03-27,13:58,Saint Inès,Vol d’objets à Delormenec,Frais médicaux,False,1,suspicieux,0,False,False
151,43,39,transport,Adélaïde,Rodrigues,Ingénieur,+33 2 34 26 40 07,agnes42@example.org,"903, boulevard Pichon",accident,2024-08-23,13:18,Bruneldan,Vol d’objets à Boulanger-sur-Michaud,Mobilier brûlé,False,3,suspicieux,0,False,False
152,17,43,responsabilité civile,Alain,Devaux,Commerçant,+33 7 43 07 83 91,fernandesrobert@example.com,"13, boulevard de Pascal",accident,2024-11-05,18:50,Allard-sur-Blot,Collision à Weiss-les-Bains,Mobilier brûlé,True,0,suspicieux,0,True,False
153,39,40,professionnelle,Juliette,Hervé,Médecin,+33 4 56 64 95 32,francois59@example.net,"61, rue Carlier",accident,2025-01-25,17:12,Bonneau,Inondation à Bodin,Frais médicaux,True,2,suspicieux,0,False,False
154,33,84,professionnelle,Bernadette,Julien,Chauffeur,04 72 09 82 31,aimee72@example.com,avenue de Guibert,maladie,2025-02-08,15:11,Lecoq,Vol d’objets à Huet-sur-Blondel,Pare-chocs endommagé,False,0,suspicieux,0,False,False
155,7,93,habitation,Philippe,Chartier,Commerçant,02 35 37 55 47,rochechristiane@example.org,"37, rue de Valette",accident,2024-08-13,07:12,Dubois-sur-Breton,Incident non précisé,Dommages divers,False,0,suspicieux,0,False,False
156,13,13,santé,Danielle,Berthelot,Médecin,+33 (0)2 47 79 71 56,marcel83@example.net,"46, rue Maryse Ruiz",vol,2024-10-21,09:38,Laine,Incident non précisé,Dommages divers,False,0,suspicieux,0,False,False
157,34,84,transport,Honoré,Guichard,Commerçant,02 53 51 87 56,valletandree@example.org,"60, boulevard Alexandre Maréchal",maladie,2024-10-31,19:40,Dumont-la-Forêt,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
158,27,48,habitation,Henriette,Boulanger,Chauffeur,0465415951,marianne03@example.com,"1, avenue Denis",dégât des eaux,2025-04-14,06:46,Guillou-les-Bains,Maladie grave diagnostiquée,Pare-chocs endommagé,True,1,valide,2271,True,False
159,11,91,professionnelle,Marie,Techer,Médecin,03 80 03 70 17,lemairepatricia@example.com,"327, chemin de Schmitt",vol,2025-04-28,07:39,Denis-sur-Garnier,Vol d’objets à BoucherVille,Bijoux volés,True,1,suspicieux,0,False,False
160,8,81,automobile,Honoré,Coulon,Ingénieur,04 71 60 11 69,marchallouis@example.net,"905, rue Hortense Letellier",accident,2024-11-05,08:49,Fontaine-sur-Lenoir,Maladie grave diagnostiquée,Pare-chocs endommagé,False,1,valide,2139,True,False
161,6,74,automobile,Arthur,Étienne,Chauffeur,0255383700,techermichel@example.net,"25, chemin de Durand",incendie,2024-07-16,12:03,Saint Auguste-les-Bains,Vol d’objets à Descamps,Frais médicaux,False,1,suspicieux,0,False,False
162,18,51,responsabilité civile,Hortense,Joubert,Ingénieur,01 76 48 87 20,augustemenard@example.com,"77, avenue Weber",vol,2025-03-02,07:09,Saint Marinenec,Vol d’objets à Perret,Frais médicaux,True,3,suspicieux,0,False,False
163,23,38,transport,Anaïs,Leblanc,Commerçant,0750383366,andreeblondel@example.com,rue Fouquet,incendie,2024-09-20,04:28,Hernandezboeuf,Inondation à Paris,Bijoux volés,True,2,suspicieux,0,False,False
164,29,53,responsabilité civile,Théophile,Besson,Ingénieur,04 87 76 52 19,denise30@example.org,"366, rue de Schmitt",dégât des eaux,2024-08-21,13:21,Sainte Gilbert,Maladie grave diagnostiquée,Murs et sol endommagés,True,0,suspicieux,0,False,True
165,22,91,responsabilité civile,Gérard,Simon,Médecin,+33 7 55 78 68 64,aperrot@example.org,"664, chemin Moulin",accident,2025-04-10,07:40,GayVille,Collision à Coste,Murs et sol endommagés,False,3,valide,5562,True,False
166,17,62,voyage,Théodore,Brun,Chauffeur,+33 2 99 20 52 10,leclercthibault@example.net,"9, chemin de Delattre",accident,2025-03-08,15:28,LefèvreBourg,Collision à Dubois,Pare-chocs endommagé,False,2,suspicieux,0,False,False
167,32,82,habitation,Lucie,Barbier,Enseignant,05 59 11 24 21,laurence69@example.com,"70, boulevard de Lenoir",dégât des eaux,2024-07-26,18:13,Saint Aimée,Incident non précisé,Dommages divers,False,1,suspicieux,0,True,False
168,13,50,santé,Antoinette,Launay,Commerçant,0698182051,astrid97@example.com,"45, rue Lelièvre",accident,2024-08-05,12:59,Guillaumenec,Maladie grave diagnostiquée,Mobilier brûlé,True,3,suspicieux,0,False,False
169,19,80,transport,Odette,Dijoux,Chauffeur,0463952978,hubertcelina@example.net,"2, avenue Bourdon",incendie,2024-07-28,07:10,Fabre-sur-Lemonnier,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
170,25,24,professionnelle,Inès,Meunier,Enseignant,+33 2 76 06 79 84,matthieuhamon@example.com,"11, boulevard de Simon",vol,2025-05-17,00:54,Cohen,Inondation à Besnardboeuf,Murs et sol endommagés,False,3,suspicieux,0,False,False
171,3,38,responsabilité civile,Jacqueline,Lefort,Commerçant,+33 5 82 43 43 50,potiertheodore@example.org,"91, rue Gonzalez",incendie,2025-03-29,15:21,Lefèvre-la-Forêt,Incident non précisé,Dommages divers,True,1,suspicieux,0,False,False
172,23,92,santé,Paulette,Delannoy,Enseignant,+33 7 49 57 62 89,gregoiredupont@example.net,"125, boulevard de Brun",vol,2024-12-16,00:16,Lévêque,Maladie grave diagnostiquée,Pare-chocs endommagé,True,2,suspicieux,0,False,False
173,18,82,santé,Diane,Raynaud,Ingénieur,06 37 54 66 62,ilambert@example.org,rue Alfred Ramos,incendie,2025-06-16,14:50,Denis,Inondation à Saint Éléonore,Frais médicaux,False,3,suspicieux,0,False,False
174,16,76,responsabilité civile,Léon,Becker,Chauffeur,0699584330,mathildebonnin@example.com,"4, boulevard de Jacquot",incendie,2024-07-12,06:34,Hervé,Vol d’objets à Saint Patricia,Pare-chocs endommagé,True,0,suspicieux,0,False,True
175,38,17,responsabilité civile,Patrick,Noël,Enseignant,+33 3 24 11 78 78,taubry@example.org,"7, rue de Texier",incendie,2024-07-16,21:18,HoarauBourg,Incident non précisé,Dommages divers,True,1,suspicieux,0,False,False
176,42,45,professionnelle,Zoé,Schmitt,Enseignant,+33 1 46 10 84 67,dmary@example.com,avenue de Bonnet,incendie,2025-05-15,15:35,Neveu,Incendie dans une maison à Michel,Murs et sol endommagés,True,2,suspicieux,0,False,False
177,16,92,santé,Tristan,Coulon,Médecin,+33 4 72 34 12 77,bguibert@example.com,"36, rue de Collet",incendie,2024-09-07,00:42,Joseph,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
178,49,30,habitation,Océane,Dias,Commerçant,0473033711,snavarro@example.com,"12, avenue Ollivier",incendie,2024-09-18,15:44,Fourniernec,Collision à Blanchetdan,Frais médicaux,False,3,suspicieux,0,True,True
179,37,5,responsabilité civile,Patrick,Parent,Chauffeur,+33 2 47 40 98 40,reypaulette@example.org,"664, avenue Christine Robin",vol,2024-07-08,07:50,Bonnet,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
180,39,54,voyage,Roland,Pasquier,Chauffeur,+33 4 87 51 64 70,antoineregnier@example.org,"76, avenue Christine Chauvin",maladie,2025-02-23,00:45,Ollivier,Incident non précisé,Dommages divers,False,2,suspicieux,0,True,False
181,40,21,habitation,Charlotte,Nguyen,Chauffeur,03 65 97 69 66,catherinetecher@example.net,chemin Blin,dégât des eaux,2024-08-31,19:44,Richard-sur-Chevallier,Inondation à Wagner-sur-Giraud,Mobilier brûlé,False,3,suspicieux,0,True,False
182,26,48,automobile,Margot,Wagner,Chauffeur,+33 2 90 34 77 33,edith66@example.org,"79, boulevard Victoire Valentin",accident,2025-03-24,16:30,Barbe-sur-Mer,Inondation à Gaillard,Frais médicaux,True,3,suspicieux,0,True,False
183,16,14,santé,Josette,Jacob,Chauffeur,0553063316,royerpatricia@example.org,rue Roche,accident,2025-05-14,18:15,Humbert,Incendie dans une maison à Techer,Mobilier brûlé,False,1,suspicieux,0,False,False
184,39,44,responsabilité civile,Georges,Le Roux,Médecin,0444426298,alex99@example.net,rue Roland Delmas,maladie,2024-09-26,11:30,Diazboeuf,Incendie dans une maison à Toussaint,Murs et sol endommagés,False,3,suspicieux,0,False,False
185,14,82,transport,Michèle,Jean,Commerçant,+33 2 31 68 82 26,jeanne06@example.net,"63, chemin Dupré",accident,2024-10-01,13:47,Chauvin,Maladie grave diagnostiquée,Mobilier brûlé,False,1,suspicieux,0,False,False
186,1,72,professionnelle,Hortense,Andre,Ingénieur,03 79 12 28 46,xjoseph@example.org,"452, avenue Raynaud",incendie,2024-10-19,13:41,Gillet-sur-Mer,Incendie dans une maison à Guillot-sur-Delattre,Bijoux volés,False,2,suspicieux,0,False,False
187,5,31,voyage,Pierre,Da Costa,Médecin,+33 (0)8 08 26 83 53,jolyxavier@example.net,"87, rue Dorothée Laine",maladie,2024-10-15,01:05,Bruneaunec,Incident non précisé,Dommages divers,True,1,suspicieux,0,True,False
188,26,20,transport,Mathilde,Labbé,Médecin,01 46 51 15 27,jacquelinelambert@example.org,"49, rue de Carre",incendie,2024-09-12,05:26,Menard,Maladie grave diagnostiquée,Mobilier brûlé,True,2,suspicieux,0,False,False
189,10,79,santé,Isabelle,Gomes,Ingénieur,+33 (0)2 85 17 48 20,cecile77@example.net,"8, avenue Diaz",maladie,2025-03-11,05:05,Guichard,Inondation à Oliviernec,Frais médicaux,True,1,valide,4186,True,False
190,4,72,transport,Auguste,Chauvet,Ingénieur,+33 4 99 59 98 72,lefebvreemmanuel@example.org,"25, avenue Alice Coste",incendie,2024-11-29,14:06,Marie,Vol d’objets à Guichard,Pare-chocs endommagé,True,0,suspicieux,0,False,True
191,36,64,responsabilité civile,Gérard,Regnier,Chauffeur,05 17 26 38 20,grosnoel@example.com,"78, chemin de Raynaud",maladie,2024-10-26,00:15,Sainte LucyVille,Maladie grave diagnostiquée,Pare-chocs endommagé,True,2,suspicieux,0,False,False
192,18,43,voyage,Pierre,Marchand,Ingénieur,06 87 49 22 97,lucy75@example.net,"326, chemin Hardy",accident,2025-05-15,23:29,Saint Franck,Incendie dans une maison à Hoareau,Bijoux volés,True,1,suspicieux,0,False,False
193,45,80,santé,Noémi,Fleury,Ingénieur,+33 (0)1 78 94 63 53,georgeshamel@example.org,"89, boulevard Daniel Jourdan",accident,2025-03-20,18:34,Sainte Daniel,Inondation à Bernier,Pare-chocs endommagé,False,3,suspicieux,0,False,False
194,50,98,santé,Roland,Blin,Commerçant,02 38 15 79 95,elisabeth84@example.com,"29, chemin Lamy",vol,2024-12-03,17:27,Lambert-la-Forêt,Collision à Gaudin,Bijoux volés,True,3,suspicieux,0,False,False
195,42,94,professionnelle,Marcel,Dias,Commerçant,03 86 66 60 48,marechaldaniel@example.org,"54, boulevard Christine Delaunay",dégât des eaux,2025-05-15,17:32,Joly-sur-Lambert,Vol d’objets à Delannoy,Bijoux volés,False,0,suspicieux,0,False,False
196,27,86,habitation,Alexandria,Torres,Chauffeur,+33 4 95 36 82 71,lerouxdavid@example.org,"358, boulevard Thomas Meunier",accident,2024-11-29,02:49,Lebrun,Incendie dans une maison à Saint AnneBourg,Frais médicaux,True,2,suspicieux,0,False,False
197,32,76,santé,Anaïs,Rodrigues,Chauffeur,+33 2 96 97 51 24,krousset@example.com,"46, chemin Véronique Baron",dégât des eaux,2025-03-31,11:30,Benoit-les-Bains,Vol d’objets à Peron-sur-Sanchez,Frais médicaux,False,3,suspicieux,0,False,False
198,8,82,habitation,Martin,Hoarau,Ingénieur,0147357403,matthieu55@example.com,"3, avenue de Jacques",incendie,2025-06-16,09:38,Fabrenec,Incendie dans une maison à Rousseau,Pare-chocs endommagé,False,0,suspicieux,0,True,False
199,16,45,voyage,Victor,Simon,Commerçant,03 65 59 40 65,bouvierodette@example.com,chemin Valentine Gomes,dégât des eaux,2024-09-07,23:08,Joseph,Incident non précisé,Bijoux volés,False,2,suspicieux,0,False,True
200,42,80,responsabilité civile,Brigitte,Peltier,Enseignant,0472241461,lbazin@example.net,"10, rue de Leroux",dégât des eaux,2025-03-25,00:51,Couturier,Incendie dans une maison à Saint Xavierboeuf,Bijoux volés,False,3,suspicieux,0,False,False
201,26,23,voyage,Grégoire,Maréchal,Chauffeur,0321391953,orousset@example.org,"1, rue de Bruneau",accident,2025-02-19,03:32,JolyBourg,Vol d’objets à Benard,Pare-chocs endommagé,False,3,suspicieux,0,False,False
202,7,34,habitation,Lucas,Bazin,Médecin,04 76 71 02 88,lacombeguy@example.org,"11, avenue Cécile Schneider",incendie,2024-10-26,09:37,Gomes,Incendie dans une maison à Mercier,Murs et sol endommagés,True,0,suspicieux,0,True,False
203,33,40,professionnelle,Thierry,Bonnet,Enseignant,+33 (0)5 63 17 51 57,tristanblanchard@example.com,"51, chemin Gonzalez",vol,2025-01-27,09:45,Saint Guy-la-Forêt,Inondation à Grégoire-sur-Le Goff,Pare-chocs endommagé,False,0,suspicieux,0,False,True
204,40,94,voyage,Dorothée,Simon,Enseignant,+33 (0)5 64 26 96 55,jguichard@example.org,"342, rue Colin",maladie,2025-03-15,03:19,Vallée,Inondation à Hervé-la-Forêt,Pare-chocs endommagé,True,3,valide,3983,True,False
205,18,75,automobile,Isabelle,Riou,Enseignant,0467173673,matthieu66@example.com,"213, chemin Éric Grenier",maladie,2024-07-23,21:02,Schneider-les-Bains,Vol d’objets à Jacques,Bijoux volés,True,1,suspicieux,0,False,False
206,23,77,habitation,Danielle,Dumas,Commerçant,0237261532,francksimon@example.com,"8, rue Bonneau",dégât des eaux,2025-04-03,02:22,Besnard-sur-Thierry,Collision à Saint AlexandriaBourg,Murs et sol endommagés,True,3,suspicieux,0,True,False
207,46,25,automobile,Adrien,Schmitt,Ingénieur,+33 5 32 73 91 96,josephinevallet@example.com,chemin Clémence Tanguy,maladie,2024-07-09,06:03,Cohen,Vol d’objets à Richard-la-Forêt,Dommages divers,True,2,suspicieux,0,False,True
208,6,33,santé,Aimé,Delahaye,Enseignant,+33 (0)6 16 50 92 72,ede-oliveira@example.com,"377, boulevard Charlotte Georges",dégât des eaux,2024-08-13,16:38,Sainte Margauddan,Inondation à Saint Philippine-la-Forêt,Mobilier brûlé,False,1,suspicieux,0,False,False
209,37,24,voyage,Virginie,Seguin,Enseignant,+33 5 08 96 64 36,labbesophie@example.com,avenue Poulain,maladie,2025-04-06,04:57,Bourgeois,Inondation à Colin-sur-Petitjean,Pare-chocs endommagé,False,0,suspicieux,0,True,False
210,4,88,professionnelle,Claudine,Faivre,Enseignant,+33 2 54 63 46 43,tguerin@example.com,avenue Lejeune,incendie,2024-12-26,19:54,Cohen-la-Forêt,Incendie dans une maison à Bouchet,Bijoux volés,True,3,suspicieux,0,False,False
211,3,69,responsabilité civile,Anastasie,Delmas,Ingénieur,+33 1 75 79 36 05,claire65@example.org,"8, avenue Théophile Bègue",incendie,2024-10-09,05:54,Saint Luc,Incendie dans une maison à Sainte Grégoire,Mobilier brûlé,False,3,suspicieux,0,False,False
212,25,94,responsabilité civile,Timothée,Mendès,Commerçant,+33 (0)1 77 32 32 96,antoine12@example.org,"34, boulevard Fournier",accident,2025-05-22,20:52,PaulBourg,Maladie grave diagnostiquée,Pare-chocs endommagé,True,1,valide,381,True,False
213,48,72,responsabilité civile,Noël,Ledoux,Médecin,0149423367,gillesgaudin@example.com,"49, avenue Collet",accident,2025-02-12,03:44,Morin,Maladie grave diagnostiquée,Pare-chocs endommagé,True,3,valide,3251,True,False
214,23,100,transport,Élise,Cohen,Commerçant,+33 1 64 29 90 86,jeannele-goff@example.com,"605, boulevard Henriette Philippe",accident,2025-06-02,23:03,Normand,Incident non précisé,Dommages divers,True,1,suspicieux,0,False,False
215,20,5,voyage,Aurélie,Didier,Ingénieur,0444068680,potiercharles@example.org,"8, rue Manon Torres",maladie,2025-06-17,19:02,Morin-sur-Langlois,Maladie grave diagnostiquée,Bijoux volés,True,2,valide,756,True,False
216,11,94,automobile,Michelle,Duval,Commerçant,03 29 27 20 25,cbrun@example.net,boulevard Pires,dégât des eaux,2025-01-04,21:27,Lombard,Incident non précisé,Dommages divers,True,2,suspicieux,0,False,False
217,2,73,automobile,Claudine,Dijoux,Chauffeur,+33 2 77 10 73 86,julesgaillard@example.org,"512, chemin Aurore Teixeira",accident,2025-03-21,13:11,Gauthier,Maladie grave diagnostiquée,Murs et sol endommagés,False,2,suspicieux,0,True,True
218,8,70,transport,Jeanne,Barbier,Commerçant,+33 6 84 42 11 83,francoisadam@example.net,"86, chemin Chantal Rolland",vol,2025-05-28,21:09,Pires,Incident non précisé,Dommages divers,False,3,suspicieux,0,True,False
219,44,65,professionnelle,Anastasie,Leleu,Commerçant,0385549812,pineauclaude@example.org,"1, rue Lemaire",accident,2024-12-26,09:09,Sainte Noémi,Incident non précisé,Dommages divers,True,1,suspicieux,0,False,False
220,4,57,professionnelle,Guy,Lemonnier,Ingénieur,+33 (0)4 23 80 06 43,garciamichelle@example.org,"21, rue Nguyen",dégât des eaux,2025-01-26,15:11,Aubry,Collision à Thomas,Bijoux volés,False,3,suspicieux,0,False,False
221,40,51,transport,Philippine,Noël,Chauffeur,04 23 58 21 22,meunierbenoit@example.com,"6, rue Charlotte Noël",incendie,2024-08-31,23:27,Richard-sur-Chevallier,Inondation à Wagner-sur-Giraud,Frais médicaux,False,0,suspicieux,0,False,True
222,36,79,voyage,Élodie,Fischer,Ingénieur,+33 4 98 71 77 67,emmanuellelaporte@example.org,"476, avenue Benoît Lévêque",maladie,2024-07-22,23:12,Saint Eugène,Incident non précisé,Dommages divers,True,2,suspicieux,0,True,False
223,23,31,transport,Michel,Mallet,Chauffeur,03 80 14 69 55,eleonore37@example.com,"946, rue Martineau",maladie,2025-05-31,00:37,RémyVille,Collision à Chrétien,Bijoux volés,True,1,suspicieux,0,False,False
224,16,48,transport,Thibault,Maréchal,Commerçant,+33 (0)3 85 67 63 63,julieriou@example.org,"49, boulevard Astrid Clément",dégât des eaux,2024-11-17,19:58,Saint MarcelleBourg,Maladie grave diagnostiquée,Frais médicaux,True,3,suspicieux,0,False,False
225,1,51,professionnelle,Nathalie,Maillot,Ingénieur,+33 4 99 17 21 06,bbigot@example.org,"10, chemin de Perrier",vol,2024-10-21,17:03,Maillard-sur-Mer,Inondation à Rogernec,Frais médicaux,False,0,suspicieux,0,False,False
